S.No	Message	Category	Sub Category	New Sub Category	Negative or Not	Remarks
9536	Fire in mall please call back.	Emergency	Fire	E_Fire		
993	We delayed the meeting for a week	General	General	G_General		
6959	A truck carrying gallons of fuel exploded and caught fire on high way, call the fire engine	Emergency	Fire	E_Fire		
10432	You have a meeting at 2pm.	To-Do	General	TD_Urgent_CallBack		
10991	My Kidneys are paining.	Emergency	Health	E_Health		
6509	buy laundry machine	To-Do	General	TD_General		
9418	Please help, emergency situation	Emergency	Health	E_Health		
10182	U reach orchard already? U please buy 2 tickets first	To-Do	General	TD_General		
4158	There is a fire in the 6th floor .Please help	Emergency	Fire	E_Fire		
8567	URGENT!: Your Mobile No. was awarded a 2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
7196	Your kid not yet reached the school, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
10915	PF account name correction, documents to be submitted	To-Do	Urgent_Normal	TD_Urgent_Normal		
9946	Oh. take your REAL Valentine out shopping.	To-Do	General	TD_General		
11582	Use code RUSHEZ for 40% off on first 1000 orders. 10% off thereon, use code FUNDAY(start 7:30pm). Get 20% freecharge cash back too.Order https://goo.gl/zOPpMo.	General	General	G_General		
6477	go to driving class	To-Do	General	TD_General		
8736	That's not really why we're here today for the meeting	General	General	G_General		
4979	Exercise is good for your health	General	General	G_General		
4739	Hi Bob this is a reminder that you have an appointment on 3/4/2017 at 11am. Reminder to bring your DOCUMENT with you. Thanks, text YES to confirm.	To-Do	Urgent_Normal	TD_Urgent_Normal		
13325	They should better go to hospital immediately	Emergency	Health	E_Health		
8249	We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat. You meet us then	General	General	G_General		
6111	Please advise to consult with doctors. I am suffering from Acidity Problem and I want to know about the Diet for the same.	Emergency	Health	E_Health		
3247	Took appointment for root canal	Emergency	Health	E_Health		
12711	You've earned Rs.50 goCash+ in your online@gmail.com account because your contact booked a trip on Goibibo. https://bnc.lt/W1ad/Z2sr1rIhNt	General	General	G_General		
3423	There is crime happen next to my door, please call police immediately.	Emergency	Police	E_Police		
6507	buy household stuff	To-Do	General	TD_General		
10765	Mr. Patil as per the test diagnostics we suspect there is a Brain cancer as per the blood cells request to consult your doctor immediately	Emergency	Health	E_Health		
6331	Call security/Doctor/cops	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
10216	mike hussey is unsold.can we do betting for mike hussey.hurry up	To-Do	Urgent_Normal	TD_Urgent_Normal		
13316	Call to the hospital immediately	Emergency	Health	E_Health		
1891	Do come 30 mits early	General	General	G_General_Neg	N_Emergency_Personal	
10907	PF amount not deposited for last 6 months, cehck with finance department	To-Do	Urgent_Normal	TD_Urgent_Normal		
5964	SpiceJet ticket is booked on 12th September	To-Do	Urgent_Normal	TD_Urgent_Normal		
10583	Can I use my medical insurance if get any emergency health problums	Emergency	Health	E_Health		
5634	ReFuel your vehicle today,got to go early morning tomorrow	To-Do	General	TD_General		
12327	FOUR DAYS only SALE! FLAT 60% off for the 1st time ever at HOME CENTRE [26-29 Jan]! Rush to the nearest store now! T&C To opt out call 918039275834	General	General	G_General		
9836	Please arrange a meeting with Team soon to discuss about the new work items	To-Do	General	TD_General		
13049	The Cinema hall is on fire, many people are trapped, help help	Emergency	Fire	E_Fire		
5707	Give the bike for water wash tomorrow	To-Do	General	TD_General		
9356	Immediate attention required, patient health low	Emergency	Health	E_Health		
46	We're from churchill street. let's meet old churchill people today	To-Do	Event	TD_Event		
10477	Lets discuss the model planning today evening.	To-Do	General	TD_General		
10544	I have some personal work is there,I have to go to home immdiately	To-Do	Urgent_Normal	TD_Urgent_Normal		
12732	Holi Sale Begins! Get Extra 30% Off above Rs.1499. Use Voucher- HOLI @ w.lenskart.com/s/2rUiHO/xvILRR find store @ lenskart.com/storen Optout sms LENS 567678	General	General	G_General		
6694	my house on fire, somebody help	Emergency	Fire	E_Fire		
8913	Big sale In Metro, call back to avail offers	General	General	G_General		
2710	The meeting is scheduled tomorrow.	To-Do	Event	TD_Event		
11075	Baby still not open her eyes.	Emergency	Health	E_Health		
2878	Call me; it's urgent	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5826	submit house tax by next Tuesday	To-Do	Urgent_Normal	TD_Urgent_Normal		
11051	Not able to get up from bed.	Emergency	Health	E_Health		
11704	Validity of your Airtel DigitalTV Id 3016549098 will expire in 5 Days. Recharge immediately With Rs.510 & Earn Rs.25 bonus. Ignore if done already.T&C	General	General	G_General		
12783	ALERT on your SHOPPERS STOP First Citizen card ending 9427 - 250 Bonus Reward Points have been credited to your account and are redeemable ONLY on 18 & 19 MAR '17. Redeem them at Shoppers Stop or HomeStop on a single bill of Rs. 1000 or more before your points lapse. T&C apply	General	General	G_General		
6869	Few of us got injured in fire, please arrange ambulance	Emergency	Health	E_Health		
9417	Patient collapsed, call the doctor	Emergency	Health	E_Health		
8442	There is an urgent message for you, call back as soon as possible	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
9126	TIMER bomb near church	General	General	G_General		
11654	Going out for oota.	General	General	G_General		
12804	Hi, You have received a new quote for Maldives! Kesia Holidays 4.0*/5 Rupee, 70000 Hotels: - Night 1,2,3, Holiday Inn Resort Kandooma, Guraidhoo, , <br/>TRavelling Date :02nd MAY 2017<br/>No of Guests: 0 ... For details, click here http://trvt.in/eNSqJceK	General	General	G_General		
5843	dinner with friend @10 pm	To-Do	Urgent_Normal	TD_Urgent_Normal		
7280	Please acknowledge them before you start for the meeting	To-Do	General	TD_General		
6561	review sitemap	To-Do	General	TD_General		
737	I had called the parents for parents teachers meeting	General	General	G_General_Neg	N_Emergency_Personal	
5577	Call person at 2:00 P.M.	To-Do	Event	TD_Event		
6166	I am having severe injury. Pain killer is required. Please search for near pharmacy	Emergency	Health	E_Health		
10239	WHITE FUDGE OREOS ARE IN STORES please get me ASAP	To-Do	General	TD_General		
7600	One person hit my car from back, Please send Insurance agent number which you have.	To-Do	General	TD_General		
1318	Do you think Tom will call?	General	General	G_General		
4550	VX-VFCARE: Hello ! Since the payment is not made for 2 months we are disconnecting the connection ,Kindly call back to this number :yyyy	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
10614	call to ambulence immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11041	Looks like fracture on my Leg	Emergency	Health	E_Health		
4360	Office documents have been stolen by an employee	Emergency	Police	E_Police		
507	you call me now,im free	To-Do	Event	TD_Event		
511	ask him to call me a day after tomorrow	To-Do	General	TD_General		
12376	Sundar called ABC to Ti .. I hv informed him .. Pls chk n follow up on the issue discussed	General	General	G_General		
5695	Wash clothes tomorrow	To-Do	General	TD_General		
2213	Any child found on roads crying , please inform police	Emergency	Police	E_Police		
4415	politician has showed wrong tax returns. Please check	Emergency	Police	E_Police		
2159	Please dial emergency number xxx for health related	Emergency	Health	E_Health		
8202	Will purchase d stuff today and mail to you. Do you have a po box number? Call me	To-Do	General	TD_General		
6857	your number not reachable, fire alert in apartment, please call back quickly	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11699	Rs 561.80 was spent on your Credit Card 4386XXXXXXXX3646 on 01-NOV-16 at GREEN RICH FOODS.	General	General	G_General		
11537	Also tell Rahul to keep RCS slide updated for tomorrow	To-Do	Urgent_Normal	TD_Urgent_Normal		
5100	Please do inform Tom immediately that I am in the second shift	To-Do	Urgent_Normal	TD_Urgent_Normal		
10753	Urgently required B- blod please requests friends and family members to find the blood donar.	Emergency	Health	E_Health		
10770	Your appointment for Dr.Girish at apollo hospitals has been booked for 11:30a.m. . Ensure that you reach at time	Emergency	Health	E_Health		
5314	she wont pick up calls though its urgent matter	To-Do	Urgent_Normal	TD_Urgent_Normal		
892	I'm meeting Tom for dinner at 8pm	To-Do	Event	TD_Event		
1746	I called my friend after arriving at the station.	General	General	G_General		
1779	Tom called while you were out.	General	General	G_General		
9847	Please confirm whether the vendor has confirmed the meeting time and agenda.	To-Do	General	TD_General		
7446	Thief at my house	Emergency	Police	E_Police		
1903	what is the date today	General	General	G_General		
38	We met in Boston. let's meet there again	To-Do	General	TD_General		
1572	That sea is called the Mediterranean Sea.	General	General	G_General		
523	talk to her today on call atleast	To-Do	General	TD_General		
1464	Don't call Tom that	General	General	G_General		
3460	I got a threat sms on the phone	Emergency	Police	E_Police		
5589	DTH bill pay due tomorrow	To-Do	General	TD_General		
1012	Tom wants to have a meeting with you on 01-june	General	General	G_General		
7856	I Have to call my friend	General	General	G_General		
9157	Don't miss to call now.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
599	Let's make a phone call.	To-Do	General	TD_General		
3274	Alcohol sold just beside college campus.	Emergency	Police	E_Police		
11316	Phone charger is not working Need urgently	To-Do	Urgent_Normal	TD_Urgent_Normal		
6750	The items left our warehouse on 06 April	General	General	G_General		
9985	Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:) call me from your new number.I have something important to say	To-Do	General	TD_General		
1568	Maybe we should call the whole thing off.	General	General	G_General		
11995	Rs 7,206.00 was spent on your Credit Card 4386XXXXXXXX3646 on 13-DEC-16 at SHOPPERS STOP LTD.	General	General	G_General		
7421	Today IPL match will start at 5PM	To-Do	Event	TD_Event		
5453	We will meet at ss Hotel for gettogether meeting	To-Do	Event	TD_Event		
12402	Your OAC for Fund Transfer payee set up for a/c ending XXXXX is XXXX. Payee name is ABC. Ref No XXXXXXXXX. Call us if not requested by you.	General	General	G_General		
2212	family members are fighting , ones head broke , please call	Emergency	Health	E_Health		
12348	Hi Mr. ABC .. We are waiting on podium .. You are needed for the meeting .. Number of important issues to discuss ..	To-Do	Urgent_Normal	TD_Urgent_Normal		
7669	Tim lost mobile not able to cotact anyone need help	Emergency	Personal	E_Personal		
5738	parents teacher meeting @5pm	To-Do	Urgent_Normal	TD_Urgent_Normal		
2461	Careless smoking blamed in Erie fire	Emergency	Fire	E_Fire		
8640	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!	General	General	G_General		
5274	The whole station is on fire, call the fire department now	Emergency	Fire	E_Fire		
8809	Absolutely. I think it’s a fantastic idea. We can meet up.	General	General	G_General		
2514	Could anyone please call an ambulance	Emergency	Health	E_Health		
8306	You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2pm	General	General	G_General		
11680	Missed it? Grab again- 40% off on first 1000 orders, code RUSHHZ. 20% off thereon, code FP20. Order https://goo.gl/zOPpMo. Get 20% freecharge cb too(starts 7pm)	General	General	G_General		
2849	The memory of the meeting is awesome	General	General	G_General		
8545	Check with nuerologist now	General	General	G_General		
12987	Explosions at the shopping mall, fire everywhere, call the fire engine	Emergency	Fire	E_Fire		
3272	Banned Drugs are sold.	Emergency	Police	E_Police		
2553	Need medical assistance @ XXX	Emergency	Health	E_Health		
