S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
2426	flames still licked out of the podium level of the building as firefighters on ladders shot water inside. Every few minutes, small blasts could be heard, presumably from exploding propane or welding tanks left behind by construction workers	Emergency	Fire	Emergency	Fire	E_Fire			1
2427	Dramatic fires have hit skyscrapers in Dubai and other fast-growing cities in the United Arab Emirates in recent years.	Emergency	Fire	Emergency	Fire	E_Fire			1
2428	Fourteen adults and two children were displaced. Six units in total were damaged — two by fire, two by smoke and two by water, Bowron said. The building has about 40 apartment units.	Emergency	Fire	Emergency	Fire	E_Fire			1
2429	Residents were already evacuating the three-story structure when firefighters arrived, The apartments that sustained damage from the fire will have to be “completely rebuilt,	Emergency	Fire	Emergency	Fire	E_Fire			1
2430	The blaze was extinguished within about 45 minutes, and the cause of the fire remains under investigation	Emergency	Fire	Emergency	Fire	E_Fire			1
2431	Apartments catch fire in Orange County	Emergency	Fire	Emergency	Fire	E_Fire			1
2432	Firefighters are working to put out a fire in Winter Park, according to Orange County Fire Rescue	Emergency	Fire	Emergency	Fire	E_Fire			1
2433	We are working to find out if anyone has been injured.The cause of the fire is under investigation.Eyewitness News has a crew on the way to the fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2434	APT FIRE - Aloma Ave; heavy smoke and flames on arrival, two units fully involved, fire attack in progress	Emergency	Fire	Emergency	Fire	E_Fire			1
2435	Pictures show damage done in Exeter Cavern Club fire as reopening date announced	Emergency	Fire	Emergency	Fire	E_Fire			1
2436	An Exeter music venue and club is set to open its doors next month – almost nine months after it was gutted in a devastating fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2437	Firefighters from across Devon were called to the empty bar after the alarm was sounded late on the night of Tuesday	Emergency	Fire	Emergency	Fire	E_Fire			1
2438	The fire, believed to be electrical, started in the corner of the kitchen in the club and as new pictures show destroyed most of the bar and spread to the back of the club	Emergency	Fire	Emergency	Fire	E_Fire			1
2439	Large fire ignites at scrap yard in south	Emergency	Fire	Emergency	Fire	E_Fire			1
2440	The fire was reported shortly before 3 p.m. at a scrap yard at 3100 Weedon St. between Carton and Fairfield streets. SkyTeam 11 reported a pile of debris near a car shredder was on fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2441	Fire crews brought in a water truck to assist in putting more water on the fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2442	reported at 3:50 p.m. that there were as many as eight pieces of fire equipment at the scene, and more arrived shortly thereafter.	Emergency	Fire	Emergency	Fire	E_Fire			1
2443	Early in summer 2016, the so-called Islamic State set fire to one of Iraq’s largest oil fields.It has taken Iraqi firefighters 10 months put the flames out	Emergency	Fire	Emergency	Fire	E_Fire			1
2444	Mahmoud Ali’s house was ruined by an oil fire that raged for two months outside his front door.	Emergency	Fire	Emergency	Fire	E_Fire			1
2445	As the fires took hold, the wellheads collapsed into craters of burning oil that darkened the sky and sent toxic fumes into the villages beyond	Emergency	Fire	Emergency	Fire	E_Fire			1
2446	Extinguishing an oil fire is a major technical undertaking, even in peacetime.	Emergency	Fire	Emergency	Fire	E_Fire			1
2447	Extinguishing an oil fire is a major technical undertaking, even in peacetime.	Emergency	Fire	Emergency	Fire	E_Fire			1
2448	Kids toying with matches started Cavite fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2449	Investigation into the fire that left 1,000 families homeless in a coastal community in Bacoor City, Cavite revealed that children allegedly playing with matches started the blaze, a fire official said on Thursday	Emergency	Fire	Emergency	Fire	E_Fire			1
2450	He said the fire quickly spread since there was no concrete structure to block the fire. The wind was strong enough to help spread the fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2451	Bureau of Fire Protection said around 600 houses, mostly made of light materials, were burned, forcing 1,000 families to seek temporary shelter at the Maliksi elementary school.	Emergency	Fire	Emergency	Fire	E_Fire			1
2452	police investigation into the fire was ongoing, as of this posting. Losses to the fire were placed at P500,000. No one was hurt in the fire, local authorities said	Emergency	Fire	Emergency	Fire	E_Fire			1
2453	DEADLY GHOST SHIP FIRE REPORT MAY SOON BE RELEASED	Emergency	Fire	Emergency	Fire	E_Fire			1
2454	It's been over three months since the deadly Ghost Ship fire in Oakland that left 36 people dead and so far there has been no official cause yet, or charges filed	Emergency	Fire	Emergency	Fire	E_Fire			1
2455	1 employee injured in explosion and fire at Syncrude upgrader north of Fort	Emergency	Fire	Emergency	Fire	E_Fire			1
2456	“I looked up and saw this fireball – and black – just engulfed in smoke coming up. You’re kind of stunned… It just escalated from there.	Emergency	Fire	Emergency	Fire	E_Fire			1
2457	A Syncrude employee is in hospital with burns following an explosion at the company’s upgrader facility north of Fort McMurray	Emergency	Fire	Emergency	Fire	E_Fire			1
2458	The fire has been isolated/controlled. All Syncrude personnel & contractors are to report for their night shift as per usual	Emergency	Fire	Emergency	Fire	E_Fire			1
2459	Fire trucks from town had come in,” Randy said. “It was still a large, active fire and it looked like they were doing well. Everybody was at their emergency assembly areas and it looked like, for the most part, everyone was pretty calm.	Emergency	Fire	Emergency	Fire	E_Fire			1
2460	South Sudan forces ‘deliberately set’ homes on fire last year, UN report says	Emergency	Fire	Emergency	Fire	E_Fire			1
2461	Careless smoking blamed in Erie fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2462	City firefighters were called to the residence at 2:31 a.m. Thursday and arrived to find heavy fire on the second floor	Emergency	Fire	Emergency	Fire	E_Fire			1
2463	Firefighters work a house fire at 10790 Shawneetown Trail in Steeleville on Tuesday morning	Emergency	Fire	Emergency	Fire	E_Fire			1
2464	A cause of the fire, which was reported at 7:26 a.m., was not immediately available	Emergency	Fire	Emergency	Fire	E_Fire			1
2465	Tanker carrying aluminium powder catches fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2466	the fire started at the tyre compartment of the tanker that was carrying a cargo of aluminium powder.Upon receiving the distress call from the tanker driver, the fire station sent several squads to the scene to put out the fire.Firefighters said the blaze was snuffed out at 11.45am	Emergency	Fire	Emergency	Fire	E_Fire			1
2467	Authorities say a fire southeast of Portland destroyed a barn that contained farm equipment and 1,500-pound bales of hay.	Emergency	Fire	Emergency	Fire	E_Fire			1
2468	India rushes ships to douse fire on vesseloff Colombo coast, The cause of the fire was yet to be ascertained.	Emergency	Fire	Emergency	Fire	E_Fire			1
2469	Sri Lankan Navy with assistance from India are battling a major fire on board a huge Panama- registered container carrier off the coast of Colombo.The fire broke out last night on the merchant ship MV MSC-Daniela, when the 14,000-container carrier was about 120 nautical miles away from Sri Lanka.	Emergency	Fire	Emergency	Fire	E_Fire			1
2470	CR Park family loses home due to callous fire department	Emergency	Fire	Emergency	Fire	E_Fire			1
2471	Prevention of forest fires should be taught in schools	Emergency	Fire	Emergency	Fire	E_Fire			1
2472	In order to enhance the interest of students towards forest fire crisis and to ensure youth participation in preventing forest fire in future, the topic of forest fire management and prevention should be included in the syllabus	Emergency	Fire	Emergency	Fire	E_Fire			1
2473	Firefighters were putting out hot spots into the night on Thursday at a six-alarm fire that destroyed seven homes in St. George, Staten Island.	Emergency	Fire	Emergency	Fire	E_Fire			1
2474	With flames devouring her home, a woman ran to safety just as the fire department arrived. Some 250 firefighters responded to the fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2475	Emergency crews respond to report of fire in Sylvan Park, The fire was under control within 30 minutes,	Emergency	Fire	Emergency	Fire	E_Fire			1
2476	firefighters were on the scene of the one-alarm fire at about 8:40 a.m., less than 12 hours after responding to the café Saturday night for a small fire behind a locker in a changing room	Emergency	Fire	Emergency	Fire	E_Fire			1
2477	Coal fire, not just iceberg, doomed the Titanic	Emergency	Fire	Emergency	Fire	E_Fire			1
2478	A minor fire that broke out at a Samsung SDI Co Ltd factory in China on Wednesday was caused by waste products including faulty batteries,	Emergency	Fire	Emergency	Fire	E_Fire			1
2479	The "material that caught fire was lithium batteries inside the production workshops and some half-finished products", the Wuqing branch of the Tianjin Fire Department said in a post on its verified Sina Weibo account. It added it had sent out 110 firefighters and 19 trucks to put out the fire.	Emergency	Fire	Emergency	Fire	E_Fire			1
2480	I am not well and I need to see the doctor now	Emergency	Health	Emergency	Health	E_Health			1
2481	I am in a serious condition	Emergency	Health	Emergency	Health	E_Health			1
2482	I need help about my medical situation	Emergency	Health	Emergency	Health	E_Health			1
2483	I need support to get medical help	Emergency	Health	Emergency	Health	E_Health			1
2484	I need help to go to doctor	Emergency	Health	Emergency	Health	E_Health			1
2485	I need help to get an ambulance for my niece	Emergency	Personal	Emergency	Personal	E_Personal			1
2486	I have hurt myself need doctor	Emergency	Health	Emergency	Health	E_Health			1
2487	I have hurt myself I need an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2488	Could anyone please call emergency, I have hurt myself real bad	Emergency	Health	Emergency	Health	E_Health			1
2489	Could anyone please call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2490	Could anyone give me the number of an ambulance, its emergency	Emergency	Health	Emergency	Health	E_Health			1
2491	Nearest hospital for an emergency health problem	Emergency	Health	Emergency	Health	E_Health			1
2492	Please call an ambulance immediately	Emergency	Health	Emergency	Health	E_Health			1
2493	Please help getting an ambulance immediately	Emergency	Health	Emergency	Health	E_Health			1
2494	Call ambulance	Emergency	Health	Emergency	Health	E_Health			1
2495	Get the ambulance right here	Emergency	Health	Emergency	Health	E_Health			1
2496	Emergency call to the ambulance	Emergency	Health	Emergency	Health	E_Health			1
2497	Emergency numbers in case of an accident	Emergency	Health	Emergency	Health	E_Health			1
2498	I saw an accident need help	Emergency	Health	Emergency	Health	E_Health			1
2499	I saw an accident need ambulance	Emergency	Health	Emergency	Health	E_Health			1
2500	I am ill require help	Emergency	Health	Emergency	Health	E_Health			1
